JobRequestID,ItemKey,SectionKey,DateKey,RequestedQty,IssuedQty,StockOnHand,ForecastQty,IsStockout,FulfillmentStatus,ForecastError_Demand,ForecastError_Supply
JR-4094,737,737,737,162,162,316,154,0,Full,-8,-8
JR-4097,738,738,738,16,16,446,57,0,Full,41,41
JR-4102,739,739,739,107,102,209,158,0,Partial – Policy/Budget,51,56
JR-4102,740,740,740,170,155,355,156,0,Partial – Policy/Budget,-14,1
JR-4111,741,741,741,75,69,495,45,0,Partial – Policy/Budget,-30,-24
JR-4115,742,742,742,127,104,102,136,1,Partial – Stockout,9,32
JR-4116,743,743,743,189,163,203,187,0,Partial – Policy/Budget,-2,24
JR-4116,744,744,744,137,123,71,110,1,Partial – Stockout,-27,-13
JR-4122,745,745,745,183,173,55,175,1,Partial – Stockout,-8,2
JR-4129,746,746,746,97,86,91,86,1,Partial – Stockout,-11,0
JR-4130,747,747,747,191,167,377,208,0,Partial – Policy/Budget,17,41
JR-4131,748,748,748,173,155,489,169,0,Partial – Policy/Budget,-4,14
JR-4140,749,749,749,107,90,364,148,0,Partial – Policy/Budget,41,58
JR-4148,750,750,750,64,38,195,95,0,Partial – Policy/Budget,31,57
JR-4161,751,751,751,5,0,193,0,0,Partial – Policy/Budget,-5,0
JR-4164,752,752,752,44,25,438,23,0,Partial – Policy/Budget,-21,-2
JR-4170,753,753,753,75,61,90,87,0,Partial – Policy/Budget,12,26
JR-4172,754,754,754,87,74,470,55,0,Partial – Policy/Budget,-32,-19
JR-4174,755,755,755,168,145,289,135,0,Partial – Policy/Budget,-33,-10
JR-4180,756,756,756,75,68,184,46,0,Partial – Policy/Budget,-29,-22
JR-4187,757,757,757,128,125,444,159,0,Partial – Policy/Budget,31,34
JR-4196,758,758,758,179,152,280,161,0,Partial – Policy/Budget,-18,9
JR-4196,759,759,759,182,178,445,146,0,Partial – Policy/Budget,-36,-32
JR-4205,760,760,760,67,52,77,51,0,Partial – Policy/Budget,-16,-1
JR-4209,761,761,761,48,45,476,41,0,Partial – Policy/Budget,-7,-4
JR-4212,762,762,762,163,151,56,135,1,Partial – Stockout,-28,-16
JR-4221,763,763,763,172,162,128,167,1,Partial – Stockout,-5,5
JR-4236,764,764,764,62,49,90,50,0,Partial – Policy/Budget,-12,1
JR-4249,765,765,765,19,1,353,22,0,Partial – Policy/Budget,3,21
JR-4251,766,766,766,28,22,145,24,0,Partial – Policy/Budget,-4,2
JR-4253,767,767,767,19,0,341,0,0,Partial – Policy/Budget,-19,0
JR-4257,768,768,768,183,163,359,213,0,Partial – Policy/Budget,30,50
JR-4261,769,769,769,154,138,205,133,0,Partial – Policy/Budget,-21,-5
JR-4266,770,770,770,5,0,78,0,0,Partial – Policy/Budget,-5,0
JR-4267,771,771,771,193,163,147,164,1,Partial – Stockout,-29,1
JR-4268,772,772,772,102,92,33,123,1,Partial – Stockout,21,31
JR-4268,773,773,773,64,60,213,72,0,Partial – Policy/Budget,8,12
JR-4287,774,774,774,93,79,75,104,1,Partial – Stockout,11,25
JR-4296,775,775,775,176,167,130,180,1,Partial – Stockout,4,13
JR-4304,776,776,776,1,0,228,25,0,Partial – Policy/Budget,24,25
JR-4304,777,777,777,168,139,411,187,0,Partial – Policy/Budget,19,48
JR-4307,778,778,778,112,99,393,96,0,Partial – Policy/Budget,-16,-3
JR-4323,779,779,779,193,187,33,196,1,Partial – Stockout,3,9
JR-4327,780,780,780,45,28,20,44,1,Partial – Stockout,-1,16
JR-4335,781,781,781,35,9,499,24,0,Partial – Policy/Budget,-11,15
JR-4335,782,782,782,68,51,67,78,1,Partial – Stockout,10,27
JR-4338,783,783,783,23,21,13,37,1,Partial – Stockout,14,16
JR-4338,784,784,784,18,0,375,1,0,Partial – Policy/Budget,-17,1
JR-4346,785,785,785,133,103,321,152,0,Partial – Policy/Budget,19,49
JR-4346,786,786,786,171,149,160,135,1,Partial – Stockout,-36,-14
JR-4347,787,787,787,26,11,12,41,1,Partial – Stockout,15,30
JR-4361,788,788,788,135,128,214,102,0,Partial – Policy/Budget,-33,-26
JR-4365,789,789,789,183,165,250,183,0,Partial – Policy/Budget,0,18
JR-4365,790,790,790,150,122,102,106,1,Partial – Stockout,-44,-16
JR-4367,791,791,791,48,35,356,3,0,Partial – Policy/Budget,-45,-32
JR-4368,792,792,792,137,111,359,95,0,Partial – Policy/Budget,-42,-16
JR-4369,793,793,793,174,146,162,178,1,Partial – Stockout,4,32
JR-4370,794,794,794,43,18,104,44,0,Partial – Policy/Budget,1,26
JR-4373,795,795,795,86,71,257,81,0,Partial – Policy/Budget,-5,10
JR-4376,796,796,796,17,14,304,0,0,Partial – Policy/Budget,-17,-14
JR-4382,797,797,797,33,6,105,22,0,Partial – Policy/Budget,-11,16
JR-4387,798,798,798,58,52,427,56,0,Partial – Policy/Budget,-2,4
JR-4394,799,799,799,150,146,385,135,0,Partial – Policy/Budget,-15,-11
JR-4399,800,800,800,146,120,242,145,0,Partial – Policy/Budget,-1,25
JR-4407,801,801,801,100,97,251,102,0,Partial – Policy/Budget,2,5
JR-4411,802,802,802,177,159,220,176,0,Partial – Policy/Budget,-1,17
JR-4422,803,803,803,85,76,489,94,0,Partial – Policy/Budget,9,18
JR-4433,804,804,804,,103,171,134,0,Unknown,,31
JR-4438,805,805,805,178,172,313,176,0,Partial – Policy/Budget,-2,4
JR-4441,806,806,806,174,167,341,150,0,Partial – Policy/Budget,-24,-17
JR-4442,807,807,807,67,64,168,34,0,Partial – Policy/Budget,-33,-30
JR-4450,808,808,808,117,87,306,97,0,Partial – Policy/Budget,-20,10
JR-4451,809,809,809,110,94,142,111,0,Partial – Policy/Budget,1,17
JR-4452,810,810,810,57,56,382,47,0,Partial – Policy/Budget,-10,-9
JR-4453,811,811,811,31,20,371,15,0,Partial – Policy/Budget,-16,-5
JR-4453,812,812,812,196,178,213,206,0,Partial – Policy/Budget,10,28
JR-4454,813,813,813,156,140,490,167,0,Partial – Policy/Budget,11,27
JR-4457,814,814,814,,46,41,45,0,Unknown,,-1
JR-4458,815,815,815,133,108,3,157,1,Partial – Stockout,24,49
JR-4460,816,816,816,77,64,47,83,1,Partial – Stockout,6,19
JR-4463,817,817,817,177,149,290,202,0,Partial – Policy/Budget,25,53
JR-4471,818,818,818,57,33,232,2,0,Partial – Policy/Budget,-55,-31
JR-4471,819,819,819,102,83,28,81,1,Partial – Stockout,-21,-2
JR-4475,820,820,820,164,144,305,139,0,Partial – Policy/Budget,-25,-5
JR-4475,821,821,821,90,65,132,96,0,Partial – Policy/Budget,6,31
JR-4479,822,822,822,149,149,269,165,0,Full,16,16
JR-4481,823,823,823,120,99,192,108,0,Partial – Policy/Budget,-12,9
JR-4492,824,824,824,61,46,376,75,0,Partial – Policy/Budget,14,29
JR-4493,825,825,825,195,194,303,181,0,Partial – Policy/Budget,-14,-13
JR-4507,826,826,826,73,65,24,53,1,Partial – Stockout,-20,-12
JR-4509,827,827,827,0,0,34,0,0,Full,0,0
JR-4513,828,828,828,130,118,402,117,0,Partial – Policy/Budget,-13,-1
JR-4522,829,829,829,110,96,454,120,0,Partial – Policy/Budget,10,24
JR-4524,830,830,830,149,138,24,155,1,Partial – Stockout,6,17
JR-4532,831,831,831,46,20,378,41,0,Partial – Policy/Budget,-5,21
JR-4533,832,832,832,38,21,481,70,0,Partial – Policy/Budget,32,49
JR-4538,833,833,833,59,49,396,66,0,Partial – Policy/Budget,7,17
JR-4539,834,834,834,151,140,142,118,1,Partial – Stockout,-33,-22
JR-4545,835,835,835,189,174,141,217,1,Partial – Stockout,28,43
JR-4546,836,836,836,71,66,134,51,0,Partial – Policy/Budget,-20,-15
JR-4552,837,837,837,153,133,62,155,1,Partial – Stockout,2,22
JR-4554,838,838,838,7,0,70,0,0,Partial – Policy/Budget,-7,0
JR-4559,839,839,839,126,113,390,90,0,Partial – Policy/Budget,-36,-23
JR-4560,840,840,840,72,46,303,61,0,Partial – Policy/Budget,-11,15
JR-4560,841,841,841,51,45,319,28,0,Partial – Policy/Budget,-23,-17
JR-4569,842,842,842,104,103,296,113,0,Partial – Policy/Budget,9,10
JR-4580,843,843,843,108,105,376,102,0,Partial – Policy/Budget,-6,-3
JR-4585,844,844,844,8,0,477,33,0,Partial – Policy/Budget,25,33
JR-4585,845,845,845,45,20,490,34,0,Partial – Policy/Budget,-11,14
JR-4586,846,846,846,127,106,233,136,0,Partial – Policy/Budget,9,30
JR-4593,847,847,847,179,177,120,160,1,Partial – Stockout,-19,-17
JR-4594,848,848,848,0,0,114,23,0,Full,23,23
JR-4596,849,849,849,51,37,441,61,0,Partial – Policy/Budget,10,24
JR-4598,850,850,850,175,165,431,136,0,Partial – Policy/Budget,-39,-29
JR-4608,851,851,851,168,164,182,173,0,Partial – Policy/Budget,5,9
JR-4609,852,852,852,75,53,137,71,0,Partial – Policy/Budget,-4,18
JR-4610,853,853,853,184,176,340,194,0,Partial – Policy/Budget,10,18
JR-4612,854,854,854,101,82,28,68,1,Partial – Stockout,-33,-14
JR-4614,855,855,855,83,75,104,89,0,Partial – Policy/Budget,6,14
JR-4626,856,856,856,57,57,363,52,0,Full,-5,-5
JR-4633,857,857,857,0,0,181,21,0,Full,21,21
JR-4637,858,858,858,115,87,178,113,0,Partial – Policy/Budget,-2,26
JR-4641,859,859,859,104,87,142,104,0,Partial – Policy/Budget,0,17
JR-4641,860,860,860,33,27,421,21,0,Partial – Policy/Budget,-12,-6
JR-4643,861,861,861,175,158,326,184,0,Partial – Policy/Budget,9,26
JR-4644,862,862,862,155,128,195,126,0,Partial – Policy/Budget,-29,-2
JR-4644,863,863,863,186,184,167,185,1,Partial – Stockout,-1,1
JR-4656,864,864,864,132,131,488,98,0,Partial – Policy/Budget,-34,-33
JR-4664,865,865,865,43,34,480,39,0,Partial – Policy/Budget,-4,5
JR-4671,866,866,866,147,147,203,160,0,Full,13,13
JR-4677,867,867,867,5,0,11,2,0,Partial – Policy/Budget,-3,2
JR-4678,868,868,868,7,0,476,0,0,Partial – Policy/Budget,-7,0
JR-4688,869,869,869,173,167,137,137,1,Partial – Stockout,-36,-30
JR-4693,870,870,870,82,71,459,96,0,Partial – Policy/Budget,14,25
JR-4698,871,871,871,70,70,50,78,0,Full,8,8
JR-4705,872,872,872,132,111,227,131,0,Partial – Policy/Budget,-1,20
JR-4715,873,873,873,123,112,497,102,0,Partial – Policy/Budget,-21,-10
JR-4728,874,874,874,58,35,383,75,0,Partial – Policy/Budget,17,40
JR-4728,875,875,875,184,183,298,183,0,Partial – Policy/Budget,-1,0
JR-4728,876,876,876,57,57,337,64,0,Full,7,7
JR-4729,877,877,877,66,53,198,64,0,Partial – Policy/Budget,-2,11
JR-4731,878,878,878,25,22,36,2,0,Partial – Policy/Budget,-23,-20
JR-4734,879,879,879,7,0,108,0,0,Partial – Policy/Budget,-7,0
JR-4737,880,880,880,91,74,481,132,0,Partial – Policy/Budget,41,58
JR-4757,881,881,881,63,40,145,80,0,Partial – Policy/Budget,17,40
JR-4763,882,882,882,22,9,438,52,0,Partial – Policy/Budget,30,43
JR-4767,883,883,883,80,67,489,91,0,Partial – Policy/Budget,11,24
JR-4774,884,884,884,114,89,214,78,0,Partial – Policy/Budget,-36,-11
JR-4777,885,885,885,13,0,276,4,0,Partial – Policy/Budget,-9,4
JR-4783,886,886,886,152,145,118,183,1,Partial – Stockout,31,38
JR-4784,887,887,887,25,3,410,51,0,Partial – Policy/Budget,26,48
JR-4788,888,888,888,98,76,78,117,1,Partial – Stockout,19,41
JR-4794,889,889,889,55,30,348,35,0,Partial – Policy/Budget,-20,5
JR-4796,890,890,890,57,53,440,47,0,Partial – Policy/Budget,-10,-6
JR-4799,891,891,891,74,53,248,91,0,Partial – Policy/Budget,17,38
JR-4804,892,892,892,136,113,370,121,0,Partial – Policy/Budget,-15,8
JR-4805,893,893,893,76,61,174,88,0,Partial – Policy/Budget,12,27
JR-4808,894,894,894,128,110,360,119,0,Partial – Policy/Budget,-9,9
JR-4808,895,895,895,15,0,252,0,0,Partial – Policy/Budget,-15,0
JR-4812,896,896,896,181,172,99,150,1,Partial – Stockout,-31,-22
JR-4814,897,897,897,101,91,276,94,0,Partial – Policy/Budget,-7,3
JR-4815,898,898,898,108,85,255,135,0,Partial – Policy/Budget,27,50
JR-4818,899,899,899,74,53,268,48,0,Partial – Policy/Budget,-26,-5
JR-4824,900,900,900,67,42,405,97,0,Partial – Policy/Budget,30,55
JR-4842,901,901,901,0,0,343,0,0,Full,0,0
JR-4844,902,902,902,169,161,481,172,0,Partial – Policy/Budget,3,11
JR-4845,903,903,903,53,36,24,54,1,Partial – Stockout,1,18
JR-4845,904,904,904,89,86,39,98,1,Partial – Stockout,9,12
JR-4845,905,905,905,163,152,247,150,0,Partial – Policy/Budget,-13,-2
JR-4846,906,906,906,122,107,344,101,0,Partial – Policy/Budget,-21,-6
JR-4848,907,907,907,172,163,115,179,1,Partial – Stockout,7,16
JR-4851,908,908,908,178,164,332,165,0,Partial – Policy/Budget,-13,1
JR-4853,909,909,909,103,100,482,124,0,Partial – Policy/Budget,21,24
JR-4860,910,910,910,121,112,40,125,1,Partial – Stockout,4,13
JR-4866,911,911,911,199,179,187,204,1,Partial – Stockout,5,25
JR-4866,912,912,912,162,149,166,139,0,Partial – Policy/Budget,-23,-10
JR-4872,913,913,913,113,101,4,137,1,Partial – Stockout,24,36
JR-4875,914,914,914,151,141,412,156,0,Partial – Policy/Budget,5,15
JR-4876,915,915,915,26,0,450,45,0,Partial – Policy/Budget,19,45
JR-4878,916,916,916,182,166,137,200,1,Partial – Stockout,18,34
JR-4889,917,917,917,129,103,427,109,0,Partial – Policy/Budget,-20,6
JR-4897,918,918,918,29,28,162,16,0,Partial – Policy/Budget,-13,-12
JR-4907,919,919,919,29,25,98,31,0,Partial – Policy/Budget,2,6
JR-4907,920,920,920,125,113,32,138,1,Partial – Stockout,13,25
JR-4919,921,921,921,167,167,499,135,0,Full,-32,-32
JR-4920,922,922,922,44,29,479,19,0,Partial – Policy/Budget,-25,-10
JR-4921,923,923,923,141,131,397,177,0,Partial – Policy/Budget,36,46
JR-4924,924,924,924,72,67,277,79,0,Partial – Policy/Budget,7,12
JR-4925,925,925,925,192,173,300,168,0,Partial – Policy/Budget,-24,-5
JR-4937,926,926,926,176,161,330,152,0,Partial – Policy/Budget,-24,-9
JR-4938,927,927,927,146,142,218,146,0,Partial – Policy/Budget,0,4
JR-4945,928,928,928,127,98,298,122,0,Partial – Policy/Budget,-5,24
JR-4946,929,929,929,101,86,154,95,0,Partial – Policy/Budget,-6,9
JR-4949,930,930,930,113,90,490,135,0,Partial – Policy/Budget,22,45
JR-4957,931,931,931,1,0,465,11,0,Partial – Policy/Budget,10,11
JR-4961,932,932,932,187,166,301,229,0,Partial – Policy/Budget,42,63
JR-4968,933,933,933,8,0,485,0,0,Partial – Policy/Budget,-8,0
JR-4971,934,934,934,168,148,376,136,0,Partial – Policy/Budget,-32,-12
JR-4971,935,935,935,83,71,143,115,0,Partial – Policy/Budget,32,44
JR-4978,936,936,936,65,59,169,84,0,Partial – Policy/Budget,19,25
JR-4982,937,937,937,196,185,118,195,1,Partial – Stockout,-1,10
JR-4984,938,938,938,178,171,153,188,1,Partial – Stockout,10,17
JR-4990,939,939,939,64,41,191,51,0,Partial – Policy/Budget,-13,10
JR-4990,940,940,940,32,7,289,35,0,Partial – Policy/Budget,3,28
JR-4992,941,941,941,11,7,293,0,0,Partial – Policy/Budget,-11,-7
JR-4992,942,942,942,140,135,498,120,0,Partial – Policy/Budget,-20,-15
JR-4993,943,943,943,116,99,74,120,1,Partial – Stockout,4,21
JR-4999,944,944,944,187,161,268,199,0,Partial – Policy/Budget,12,38
JR-5001,945,945,945,134,106,136,144,0,Partial – Policy/Budget,10,38
JR-5001,946,946,946,63,56,331,81,0,Partial – Policy/Budget,18,25
JR-5006,947,947,947,11,0,315,0,0,Partial – Policy/Budget,-11,0
JR-5009,948,948,948,39,18,284,10,0,Partial – Policy/Budget,-29,-8
JR-5011,949,949,949,118,95,492,121,0,Partial – Policy/Budget,3,26
JR-5011,950,950,950,43,41,159,45,0,Partial – Policy/Budget,2,4
JR-5013,951,951,951,198,169,208,223,0,Partial – Policy/Budget,25,54
JR-5014,952,952,952,175,156,227,178,0,Partial – Policy/Budget,3,22
JR-5019,953,953,953,18,12,336,19,0,Partial – Policy/Budget,1,7
JR-5022,954,954,954,22,14,451,71,0,Partial – Policy/Budget,49,57
JR-5028,955,955,955,98,85,281,106,0,Partial – Policy/Budget,8,21
JR-5043,956,956,956,62,47,17,61,1,Partial – Stockout,-1,14
JR-5044,957,957,957,134,124,466,134,0,Partial – Policy/Budget,0,10
JR-5055,958,958,958,117,106,79,120,1,Partial – Stockout,3,14
JR-5059,959,959,959,181,167,224,191,0,Partial – Policy/Budget,10,24
JR-5059,960,960,960,158,154,373,129,0,Partial – Policy/Budget,-29,-25
JR-5065,961,961,961,68,63,403,66,0,Partial – Policy/Budget,-2,3
JR-5066,962,962,962,91,79,262,73,0,Partial – Policy/Budget,-18,-6
JR-5066,963,963,963,30,13,391,19,0,Partial – Policy/Budget,-11,6
JR-5067,964,964,964,168,147,181,166,0,Partial – Policy/Budget,-2,19
JR-5068,965,965,965,197,195,137,154,1,Partial – Stockout,-43,-41
JR-5072,966,966,966,123,112,339,120,0,Partial – Policy/Budget,-3,8
JR-5078,967,967,967,98,74,499,78,0,Partial – Policy/Budget,-20,4
JR-5081,968,968,968,45,17,316,49,0,Partial – Policy/Budget,4,32
JR-5082,969,969,969,31,17,68,49,0,Partial – Policy/Budget,18,32
JR-5091,970,970,970,95,66,122,102,0,Partial – Policy/Budget,7,36
JR-5092,971,971,971,138,111,392,128,0,Partial – Policy/Budget,-10,17
JR-5092,972,972,972,19,5,413,22,0,Partial – Policy/Budget,3,17
JR-5094,973,973,973,14,12,29,0,0,Partial – Policy/Budget,-14,-12
JR-5094,974,974,974,41,19,377,30,0,Partial – Policy/Budget,-11,11
JR-5095,975,975,975,21,17,206,5,0,Partial – Policy/Budget,-16,-12
JR-5098,976,976,976,57,42,202,25,0,Partial – Policy/Budget,-32,-17
JR-5098,977,977,977,177,163,494,150,0,Partial – Policy/Budget,-27,-13
JR-5099,978,978,978,139,133,253,183,0,Partial – Policy/Budget,44,50
JR-5105,979,979,979,198,184,9,173,1,Partial – Stockout,-25,-11
JR-5110,980,980,980,174,162,179,144,0,Partial – Policy/Budget,-30,-18
JR-5116,981,981,981,120,106,107,93,1,Partial – Stockout,-27,-13
JR-5118,982,982,982,99,77,183,96,0,Partial – Policy/Budget,-3,19
JR-5128,983,983,983,185,158,336,178,0,Partial – Policy/Budget,-7,20
JR-5133,984,984,984,125,114,171,108,0,Partial – Policy/Budget,-17,-6
JR-5135,985,985,985,155,130,482,168,0,Partial – Policy/Budget,13,38
JR-5136,986,986,986,125,111,347,124,0,Partial – Policy/Budget,-1,13
JR-5139,987,987,987,168,164,366,175,0,Partial – Policy/Budget,7,11
JR-5140,988,988,988,49,46,92,14,0,Partial – Policy/Budget,-35,-32
JR-5141,989,989,989,,37,22,60,0,Unknown,,23
JR-5143,990,990,990,177,168,256,178,0,Partial – Policy/Budget,1,10
JR-5145,991,991,991,70,50,29,70,1,Partial – Stockout,0,20
JR-5155,992,992,992,129,110,195,161,0,Partial – Policy/Budget,32,51
JR-5161,993,993,993,117,109,341,101,0,Partial – Policy/Budget,-16,-8
JR-5162,994,994,994,92,62,231,88,0,Partial – Policy/Budget,-4,26
JR-5175,995,995,995,149,147,393,170,0,Partial – Policy/Budget,21,23
JR-5176,996,996,996,95,65,78,105,1,Partial – Stockout,10,40
JR-5177,997,997,997,,54,332,89,0,Unknown,,35
JR-5182,998,998,998,197,168,384,185,0,Partial – Policy/Budget,-12,17
JR-5190,999,999,999,197,180,319,198,0,Partial – Policy/Budget,1,18
JR-5198,1000,1000,1000,18,15,285,6,0,Partial – Policy/Budget,-12,-9
JR-5198,1001,1001,1001,76,74,292,111,0,Partial – Policy/Budget,35,37
JR-5213,1002,1002,1002,23,20,50,0,0,Partial – Policy/Budget,-23,-20
JR-5224,1003,1003,1003,87,62,181,81,0,Partial – Policy/Budget,-6,19
JR-5225,1004,1004,1004,96,66,423,91,0,Partial – Policy/Budget,-5,25
JR-5227,1005,1005,1005,146,130,156,148,0,Partial – Policy/Budget,2,18
JR-5240,1006,1006,1006,19,19,33,35,0,Full,16,16
JR-5250,1007,1007,1007,107,95,198,121,0,Partial – Policy/Budget,14,26
JR-5255,1008,1008,1008,160,144,181,147,0,Partial – Policy/Budget,-13,3
JR-5264,1009,1009,1009,73,63,160,54,0,Partial – Policy/Budget,-19,-9
JR-5267,1010,1010,1010,15,0,242,4,0,Partial – Policy/Budget,-11,4
JR-5272,1011,1011,1011,141,112,299,168,0,Partial – Policy/Budget,27,56
JR-5275,1012,1012,1012,129,127,180,105,0,Partial – Policy/Budget,-24,-22
JR-5276,1013,1013,1013,107,102,83,119,1,Partial – Stockout,12,17
JR-5280,1014,1014,1014,200,178,120,234,1,Partial – Stockout,34,56
JR-5282,1015,1015,1015,192,170,231,194,0,Partial – Policy/Budget,2,24
JR-5289,1016,1016,1016,60,41,230,43,0,Partial – Policy/Budget,-17,2
JR-5291,1017,1017,1017,41,18,226,60,0,Partial – Policy/Budget,19,42
JR-5298,1018,1018,1018,171,144,250,150,0,Partial – Policy/Budget,-21,6
JR-5300,1019,1019,1019,158,154,43,163,1,Partial – Stockout,5,9
JR-5306,1020,1020,1020,60,52,241,73,0,Partial – Policy/Budget,13,21
JR-5308,1021,1021,1021,20,7,320,11,0,Partial – Policy/Budget,-9,4
JR-5314,1022,1022,1022,63,54,47,84,1,Partial – Stockout,21,30
JR-5315,1023,1023,1023,128,104,91,129,1,Partial – Stockout,1,25
JR-5329,1024,1024,1024,167,149,241,171,0,Partial – Policy/Budget,4,22
JR-5329,1025,1025,1025,33,28,299,26,0,Partial – Policy/Budget,-7,-2
JR-5331,1026,1026,1026,94,87,21,127,1,Partial – Stockout,33,40
JR-5333,1027,1027,1027,78,52,462,41,0,Partial – Policy/Budget,-37,-11
JR-5333,1028,1028,1028,186,175,391,187,0,Partial – Policy/Budget,1,12
JR-5333,1029,1029,1029,29,1,54,47,0,Partial – Policy/Budget,18,46
JR-5345,1030,1030,1030,33,4,178,19,0,Partial – Policy/Budget,-14,15
JR-5349,1031,1031,1031,9,6,305,39,0,Partial – Policy/Budget,30,33
JR-5351,1032,1032,1032,30,1,281,47,0,Partial – Policy/Budget,17,46
JR-5354,1033,1033,1033,30,17,250,35,0,Partial – Policy/Budget,5,18
JR-5359,1034,1034,1034,192,162,3,229,1,Partial – Stockout,37,67
JR-5373,1035,1035,1035,73,53,82,100,0,Partial – Policy/Budget,27,47
JR-5374,1036,1036,1036,192,167,82,187,1,Partial – Stockout,-5,20
JR-5378,1037,1037,1037,45,36,182,67,0,Partial – Policy/Budget,22,31
JR-5379,1038,1038,1038,101,99,191,103,0,Partial – Policy/Budget,2,4
JR-5381,1039,1039,1039,7,2,139,22,0,Partial – Policy/Budget,15,20
JR-5382,1040,1040,1040,154,134,202,145,0,Partial – Policy/Budget,-9,11
JR-5393,1041,1041,1041,176,170,386,192,0,Partial – Policy/Budget,16,22
JR-5395,1042,1042,1042,187,185,190,209,0,Partial – Policy/Budget,22,24
JR-5397,1043,1043,1043,126,122,32,90,1,Partial – Stockout,-36,-32
JR-5403,1044,1044,1044,168,160,400,190,0,Partial – Policy/Budget,22,30
JR-5410,1045,1045,1045,49,23,294,56,0,Partial – Policy/Budget,7,33
JR-5412,1046,1046,1046,15,5,237,0,0,Partial – Policy/Budget,-15,-5
JR-5412,1047,1047,1047,152,131,2,127,1,Partial – Stockout,-25,-4
JR-5415,1048,1048,1048,147,146,390,173,0,Partial – Policy/Budget,26,27
JR-5422,1049,1049,1049,175,159,372,194,0,Partial – Policy/Budget,19,35
JR-5422,1050,1050,1050,60,43,221,78,0,Partial – Policy/Budget,18,35
JR-5423,1051,1051,1051,21,19,37,18,0,Partial – Policy/Budget,-3,-1
JR-5425,1052,1052,1052,31,14,56,10,0,Partial – Policy/Budget,-21,-4
JR-5429,1053,1053,1053,68,43,50,67,1,Partial – Stockout,-1,24
JR-5434,1054,1054,1054,36,13,100,15,0,Partial – Policy/Budget,-21,2
JR-5440,1055,1055,1055,155,152,459,147,0,Partial – Policy/Budget,-8,-5
JR-5441,1056,1056,1056,133,123,314,138,0,Partial – Policy/Budget,5,15
JR-5442,1057,1057,1057,143,121,139,132,1,Partial – Stockout,-11,11
JR-5444,1058,1058,1058,13,0,335,9,0,Partial – Policy/Budget,-4,9
JR-5445,1059,1059,1059,169,142,467,171,0,Partial – Policy/Budget,2,29
JR-5448,1060,1060,1060,52,47,1,30,1,Partial – Stockout,-22,-17
JR-5451,1061,1061,1061,85,75,457,86,0,Partial – Policy/Budget,1,11
JR-5453,1062,1062,1062,23,7,193,61,0,Partial – Policy/Budget,38,54
JR-5463,1063,1063,1063,191,188,416,177,0,Partial – Policy/Budget,-14,-11
JR-5466,1064,1064,1064,94,91,25,76,1,Partial – Stockout,-18,-15
JR-5473,1065,1065,1065,8,0,140,30,0,Partial – Policy/Budget,22,30
JR-5475,1066,1066,1066,55,31,262,17,0,Partial – Policy/Budget,-38,-14
JR-5483,1067,1067,1067,123,117,488,96,0,Partial – Policy/Budget,-27,-21
JR-5487,1068,1068,1068,103,101,152,98,0,Partial – Policy/Budget,-5,-3
JR-5487,1069,1069,1069,36,12,212,35,0,Partial – Policy/Budget,-1,23
JR-5489,1070,1070,1070,20,0,399,3,0,Partial – Policy/Budget,-17,3
JR-5489,1071,1071,1071,23,3,184,1,0,Partial – Policy/Budget,-22,-2
JR-5491,1072,1072,1072,178,148,66,206,1,Partial – Stockout,28,58
JR-5494,1073,1073,1073,49,22,347,44,0,Partial – Policy/Budget,-5,22
JR-5496,1074,1074,1074,107,104,63,69,1,Partial – Stockout,-38,-35
JR-5504,1075,1075,1075,52,45,424,60,0,Partial – Policy/Budget,8,15
JR-5508,1076,1076,1076,100,88,357,78,0,Partial – Policy/Budget,-22,-10
JR-5512,1077,1077,1077,103,99,316,123,0,Partial – Policy/Budget,20,24
JR-5514,1078,1078,1078,155,149,352,138,0,Partial – Policy/Budget,-17,-11
JR-5521,1079,1079,1079,53,35,196,46,0,Partial – Policy/Budget,-7,11
JR-5526,1080,1080,1080,197,172,437,202,0,Partial – Policy/Budget,5,30
JR-5530,1081,1081,1081,57,38,493,55,0,Partial – Policy/Budget,-2,17
JR-5532,1082,1082,1082,136,126,395,172,0,Partial – Policy/Budget,36,46
JR-5537,1083,1083,1083,165,163,127,161,1,Partial – Stockout,-4,-2
JR-5544,1084,1084,1084,165,163,443,157,0,Partial – Policy/Budget,-8,-6
JR-5552,1085,1085,1085,39,33,490,34,0,Partial – Policy/Budget,-5,1
JR-5553,1086,1086,1086,107,90,229,143,0,Partial – Policy/Budget,36,53
JR-5557,1087,1087,1087,1,0,412,0,0,Partial – Policy/Budget,-1,0
JR-5558,1088,1088,1088,177,148,449,174,0,Partial – Policy/Budget,-3,26
JR-5562,1089,1089,1089,187,166,59,190,1,Partial – Stockout,3,24
JR-5564,1090,1090,1090,146,139,413,139,0,Partial – Policy/Budget,-7,0
JR-5565,1091,1091,1091,36,33,105,32,0,Partial – Policy/Budget,-4,-1
JR-5582,1092,1092,1092,45,37,497,48,0,Partial – Policy/Budget,3,11
JR-5584,1093,1093,1093,23,22,471,23,0,Partial – Policy/Budget,0,1
JR-5593,1094,1094,1094,139,121,336,145,0,Partial – Policy/Budget,6,24
JR-5603,1095,1095,1095,70,43,131,111,0,Partial – Policy/Budget,41,68
JR-5612,1096,1096,1096,76,69,49,80,1,Partial – Stockout,4,11
